	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
TS_8_12	0.4198338	0.0069255	0.8047189	0.7906429	0.3673636	0.7430838	0.2406173	0.6919291	0.1889562	0.0532022	0.7241401	0.1155879	0.5373528	0.719204	0.0928891	0.7092161	0.8314345	0.7365032	0.0560699	0.772945	0.0186453	0.0259246	0.5899686	0.2515313	0.151168	0.0960943	0.4993594	0.0831853	0.8025362	0.3643602	0.7518053	0.7555518	0.0342191	0.0012064	0.4282017	0.026169	0.0	0.0833553	0.6423825	0.7721989	0.6672539	0.4681487	0.0523261	0.0100439	0.0444157	0.7916839	0.6859108	0.0061327	0.1271931	0.8146861
TS_8_13	0.4865216	0.0137172	0.7037291	0.7798679	0.2579457	0.6540402	0.1643214	0.6004784	0.2080119	0.0455644	0.7796729	0.1660301	0.7520761	0.6601797	0.1047499	0.639338	0.6840133	0.6929832	0.0565226	0.6364146	0.0148427	0.0042126	0.6922957	0.2625393	0.1014963	0.107277	0.5266848	0.1476959	0.7827343	0.3291743	0.6720998	0.6931999	0.0190966	0.0006831	0.3555764	0.0186903	4.5e-06	0.0437554	0.7190011	0.6918721	0.887291	0.3849855	0.0312137	0.0111874	0.0504465	0.5968245	0.7699896	0.0102587	0.1238332	0.641409
TS_8_14	0.4008103	0.0069266	0.7721798	0.6475995	0.3139568	0.671	0.2174834	0.5414163	0.201215	0.0777476	0.6642067	0.1197733	0.6488719	0.6531947	0.0744161	0.7706251	0.7382891	0.629206	0.0473432	0.7627829	0.0256277	0.0171559	0.6141836	0.2797644	0.1178141	0.1073681	0.6060032	0.195165	0.6797695	0.3671314	0.7613581	0.6861799	0.0498427	0.0063309	0.5183469	0.0294421	1.4e-06	0.0537366	0.7124022	0.6988618	0.6894744	0.3266545	0.0209172	0.0258069	0.0299831	0.7074682	0.66284	0.0056613	0.0819269	0.6906417
TS_8_15	0.6391555	0.0129149	0.6491715	0.7659597	0.270691	0.6802016	0.3132109	0.6615276	0.187871	0.0347033	0.7265942	0.1754646	0.6582774	0.7685885	0.0487492	0.7154169	0.8388866	0.6788081	0.0647797	0.6287971	0.0133424	0.0118532	0.6243573	0.2036433	0.1368177	0.1722811	0.6627177	0.1158292	0.7315686	0.4302702	0.8363094	0.6697172	0.0529192	0.0030197	0.571455	0.0457944	0.0027251	0.0459381	0.8554454	0.6527941	0.7140961	0.474796	0.0155184	0.0117074	0.03093	0.6624673	0.6319191	0.0015095	0.0779114	0.5833727
TS_8_16	0.4561775	0.0003727	0.6798352	0.6651638	0.3427516	0.7151979	0.2361459	0.7652778	0.2523414	0.0381865	0.6817192	0.1938479	0.6150716	0.6685177	0.0489619	0.6832812	0.669529	0.7774808	0.0238336	0.6958573	0.0538557	0.0144269	0.6864233	0.2916738	0.1340709	0.0466956	0.5461852	0.179321	0.7042486	0.3390776	0.7906396	0.6366307	0.0304573	0.0002428	0.5229063	0.0178005	0.0015561	0.0638663	0.697913	0.6607865	0.7965456	0.4384326	0.0227406	0.0052381	0.0520022	0.6052508	0.7600993	0.0023534	0.0875163	0.7752223
TS_8_17	0.5060813	0.0018554	0.6714166	0.7988463	0.2785571	0.7223925	0.2651236	0.5884049	0.18134	0.0249767	0.799464	0.0921187	0.6990505	0.7010332	0.0582038	0.791458	0.6822406	0.7316927	0.0398547	0.6478633	0.0146997	0.0081666	0.6740653	0.2544421	0.1078018	0.1138458	0.53428	0.1113213	0.5673148	0.3088471	0.7817232	0.6424859	0.065373	0.0	0.381529	0.0391538	0.0	0.0501706	0.7780507	0.7137315	0.6516725	0.3385223	0.0259914	0.0097483	0.0419438	0.5425843	0.6821993	0.0015157	0.1001118	0.7287956
TS_8_18	0.3931021	0.0034823	0.6343267	0.865996	0.2565576	0.7956528	0.2766618	0.6423971	0.2156365	0.0432681	0.8343801	0.167601	0.6680677	0.5863153	0.0749215	0.6314246	0.9053452	0.7579596	0.0636334	0.6777556	0.026147	0.0144248	0.6865025	0.2707726	0.1183491	0.086979	0.6072372	0.1046091	0.624678	0.3298871	0.6004161	0.6955456	0.052267	0.0003187	0.4335224	0.0824298	0.0	0.0509382	0.77264	0.814432	0.6741477	0.3604151	0.0160346	0.0081251	0.019988	0.7069008	0.7705354	0.0154614	0.088083	0.7136519
TS_8_19	0.3978549	0.0011702	0.6226187	0.6491284	0.2611748	0.5668767	0.1671431	0.6511608	0.1755916	0.0542725	0.5931466	0.1126265	0.6933644	0.7842957	0.0365253	0.6191469	0.6378229	0.6490958	0.0276289	0.687183	0.0146797	0.0235126	0.8156104	0.2304723	0.0945584	0.0942967	0.5987567	0.1003029	0.7769291	0.2590778	0.6322418	0.4835077	0.0340336	0.0002962	0.419758	0.0259248	0.000173	0.0863445	0.8365204	0.7469883	0.6843468	0.3930482	0.0228505	0.0048193	0.0155545	0.6393256	0.6351365	0.0049806	0.1045251	0.6629113
TS_8_20	0.3624894	0.0052572	0.6766999	0.7219816	0.2530879	0.7409199	0.2634973	0.7338422	0.1671112	0.0341667	0.7425504	0.13126	0.6311626	0.6774387	0.0239714	0.6706312	0.7001603	0.6335611	0.0502441	0.7263579	0.0109989	0.0266449	0.6527309	0.2343965	0.1396849	0.0743373	0.5637728	0.1474486	0.7091465	0.3552498	0.5026114	0.7459648	0.0182393	3.15e-05	0.4545016	0.0268836	0.0001456	0.0394426	0.643664	0.6270117	0.6013714	0.3681706	0.031578	0.0205461	0.0120265	0.7875056	0.6847454	0.0065666	0.1561232	0.6328314
TS_9_0	0.365342	0.0137501	0.7730856	0.8592914	0.2602046	0.6934356	0.2270814	0.5926294	0.1798518	0.0474697	0.7648468	0.1824521	0.6383771	0.6900749	0.0965532	0.6866209	0.6288949	0.6622378	0.0887513	0.6508028	0.0426745	0.0238886	0.631783	0.2596963	0.1690734	0.106676	0.5272936	0.1594781	0.8112226	0.4236517	0.6896388	0.7788827	0.0350661	0.0002462	0.3831005	0.0492929	2e-07	0.0858159	0.6670454	0.5923016	0.7703582	0.3489229	0.0278976	0.0117746	0.0362192	0.7505221	0.7022707	0.0078132	0.1159278	0.7299859
TS_9_1	0.1435873	0.0026652	0.5577288	0.4145517	0.266619	0.6051135	0.2337205	0.6804708	0.1370894	0.0291529	0.6825046	0.1397118	0.6283121	0.7408006	0.0688681	0.6683804	0.6800371	0.6451716	0.0462202	0.7306786	0.0025976	0.0258499	0.6882469	0.1051799	0.037529	0.1243901	0.4207656	0.1261397	0.751657	0.5187387	0.6341489	0.6762127	0.1351438	0.0	0.5137238	0.048769	0.0021178	0.0692263	0.336396	0.2750289	0.7602131	0.4797613	0.2064734	0.0216061	0.029531	0.7504489	0.4107169	0.003495	0.0898558	0.6063595
TS_9_2	0.0658213	0.0082649	0.3699205	0.2836611	0.3500655	0.753893	0.3756852	0.6420423	0.1229145	0.0718304	0.7785705	0.2211337	0.7145808	0.6510879	0.0659276	0.6567012	0.9643315	0.6173804	0.0840635	0.7572769	0.003006	0.0403419	0.6699955	0.0627868	0.0030102	0.120797	0.3878277	0.2043354	0.6804385	0.5600699	0.765414	0.7863011	0.2753566	0.0	0.4051158	0.0320261	0.000454	0.0557386	0.1392878	0.2282752	0.7823763	0.4367646	0.2433473	0.0339491	0.1948358	0.7292896	0.2801369	0.0123736	0.0500764	0.7608651
TS_9_3	0.0598017	0.0034145	0.3926179	0.2296992	0.2692456	0.679272	0.2630556	0.734704	0.1335173	0.1432477	0.6663098	0.2682491	0.5844211	0.4847951	0.0456162	0.7322815	0.630774	0.5459973	0.0365927	0.6354648	0.0005812	0.0283776	0.6375776	0.09062	0.0007905	0.1249113	0.3797713	0.1539984	0.733709	0.5777632	0.6140525	0.6560975	0.3692515	0.0001204	0.4888869	0.0203065	0.0009404	0.0665743	0.1084827	0.2020457	0.6836675	0.382383	0.3951316	0.0535327	0.4471274	0.7185274	0.2105268	0.0141404	0.0723091	0.7359069
TS_9_4	0.0615902	0.0043378	0.4126805	0.3436244	0.2318958	0.6968357	0.2420438	0.8205888	0.186513	0.1422116	0.6325721	0.3024727	0.6491347	0.518893	0.0573057	0.4979847	0.8264841	0.7954176	0.0864354	0.8539929	0.0067793	0.0164737	0.7676044	0.0625197	0.0002148	0.0917708	0.4103485	0.1536508	0.5855639	0.5901884	0.6191155	0.7439286	0.2080166	0.0030006	0.3753368	0.0642298	0.0035248	0.105312	0.1240429	0.1031888	0.6516576	0.3451716	0.2634478	0.0495708	0.5237675	0.741283	0.2383104	0.038176	0.0998579	0.6288814
TS_9_5	0.0688042	0.0111125	0.4597281	0.2681927	0.1761617	0.7052383	0.2598661	0.7441192	0.1853549	0.2440497	0.7730558	0.3579949	0.8263695	0.4469174	0.1061994	0.4681405	0.7400723	0.7388411	0.0301263	0.6953411	0.0188792	0.0110563	0.6137013	0.120132	0.001743	0.0844487	0.3366851	0.2067469	0.8249334	0.573685	0.6936868	0.5701881	0.2251187	0.0005101	0.3211079	0.0565008	0.0005767	0.0891613	0.1114288	0.133982	0.3804903	0.3400622	0.3800531	0.1270776	0.5818628	0.5756766	0.2273298	0.0012039	0.0406621	0.7164216
TS_9_6	0.0527684	0.0060009	0.4711777	0.3346906	0.2556326	0.6969756	0.3351429	0.8192061	0.2705591	0.1918234	0.6419394	0.381602	0.7146435	0.4676453	0.0804777	0.4395158	0.7014601	0.5914454	0.0529854	0.6494739	0.0003811	0.0207166	0.6110037	0.0617711	1.62e-05	0.0730325	0.3679307	0.186797	0.7555838	0.5475351	0.7593346	0.726988	0.2415966	0.0001608	0.2004161	0.0136773	0.0004277	0.047165	0.1095857	0.1313296	0.2667223	0.2652088	0.4684026	0.1359901	0.4529435	0.6517072	0.324191	0.0140954	0.0775029	0.697242
TS_9_7	0.0398348	0.0061886	0.4418427	0.3303874	0.3164475	0.7744847	0.2255063	0.6638473	0.1905345	0.23221	0.6685152	0.3163781	0.7336476	0.3890423	0.0425679	0.417003	0.6717913	0.6825933	0.041074	0.6568312	0.0013592	0.0262783	0.5265952	0.0470716	0.0002601	0.0829415	0.5036105	0.1423569	0.7222745	0.5934041	0.7203693	0.6280322	0.204905	0.0013828	0.1860449	0.030069	6.62e-05	0.0531102	0.1636988	0.146995	0.3066907	0.2158753	0.5189902	0.1093691	0.6409107	0.5810851	0.3120681	0.0118636	0.0909347	0.7828774
TS_9_8	0.0511887	0.0077883	0.3676593	0.2385608	0.2516406	0.7361326	0.2643198	0.7699686	0.2118086	0.3272089	0.6999527	0.3822649	0.6756232	0.5317961	0.0553288	0.5076308	0.6708086	0.6659218	0.094513	0.785962	0.0009048	0.0271674	0.7228563	0.067209	0.0022548	0.0870081	0.4138154	0.1239339	0.7173848	0.5724325	0.637993	0.6512474	0.2171873	9.83e-05	0.2249991	0.0470694	0.0002832	0.0488426	0.1078911	0.1064975	0.3850413	0.1790942	0.5721234	0.144258	0.5709068	0.6674301	0.243086	0.0129754	0.0855463	0.6719745
TS_9_9	0.1193108	0.0016436	0.4701505	0.3213938	0.2253659	0.5944437	0.2528913	0.7220919	0.1400553	0.191257	0.6173949	0.3427525	0.7152881	0.4447807	0.0820946	0.4532495	0.7157293	0.7705494	0.024554	0.7244639	0.0035752	0.0182988	0.651004	0.0886157	0.0013494	0.151169	0.5309866	0.0990692	0.6946555	0.5376134	0.7637671	0.7440297	0.2579732	0.0022693	0.2307533	0.0261772	0.0050337	0.0669302	0.1192604	0.1334582	0.4023574	0.2323339	0.4099309	0.1160074	0.5366232	0.6589279	0.2404889	0.0023619	0.1100869	0.7665035
TS_9_10	0.0566259	0.0002641	0.4305254	0.2555519	0.2124658	0.6624827	0.2270521	0.7485103	0.1504062	0.1708575	0.6141278	0.3410003	0.6254548	0.4744763	0.0627914	0.4233396	0.7066791	0.7996523	0.0332372	0.6738611	0.002563	0.0134631	0.7077064	0.0488069	0.0003839	0.1049872	0.377249	0.2092092	0.7338576	0.6076544	0.6042439	0.6514206	0.2793209	1.73e-05	0.257712	0.042806	0.0004348	0.0627467	0.1658218	0.0709244	0.5033085	0.2426694	0.4376274	0.0863898	0.6926697	0.8128549	0.3778442	0.0286642	0.0600462	0.6123979
TS_9_11	0.3320837	0.0004045	0.5131211	0.5589847	0.2618447	0.7412736	0.3426507	0.644023	0.1446705	0.1585865	0.7273656	0.2932404	0.5502837	0.501912	0.0702201	0.4489343	0.7782446	0.7200539	0.0433145	0.6929678	0.0061448	0.00851	0.6296471	0.2608651	0.0811297	0.0461718	0.5953987	0.179234	0.8147042	0.3156473	0.798326	0.7119702	0.0980505	0.0001109	0.3975522	0.0216949	0.000249	0.0879998	0.5369943	0.4196477	0.5739969	0.3112726	0.1924304	0.0633577	0.4921329	0.8331175	0.581054	0.0056779	0.1378342	0.7488864
TS_9_12	0.3259964	0.0006708	0.6397305	0.6708774	0.3722795	0.7721305	0.2792584	0.6906248	0.2005933	0.0956749	0.7061184	0.1996179	0.6051402	0.7136112	0.0801818	0.5809667	0.7960983	0.7039674	0.0539747	0.7125425	0.0254686	0.0258641	0.6837534	0.2043168	0.112781	0.1126437	0.5187109	0.1292859	0.8115336	0.4446771	0.6920462	0.7202466	0.1162678	3.08e-05	0.4465406	0.0208864	0.0007031	0.0564044	0.6281342	0.5743314	0.7224534	0.4063673	0.0802718	0.0386404	0.2159121	0.8176678	0.7539933	0.0087098	0.1475573	0.7265118
TS_9_13	0.3298519	0.0047118	0.6564253	0.6383471	0.2613778	0.5973676	0.2656926	0.6322232	0.2161884	0.0649521	0.7055987	0.1197517	0.6909784	0.6041585	0.0644042	0.5854777	0.6574293	0.5743949	0.0300022	0.6903966	0.0166323	0.041953	0.6932935	0.2259423	0.1811034	0.0729399	0.5277318	0.1283239	0.6395229	0.3471268	0.6758606	0.7449399	0.0475049	0.0001149	0.4593151	0.0367737	0.0008349	0.0602267	0.6775415	0.6824703	0.601296	0.3987439	0.0614014	0.0511673	0.0964055	0.7831692	0.8343075	0.0054807	0.128334	0.7005918
TS_9_14	0.4506375	0.0186463	0.6990828	0.7260875	0.3017122	0.759883	0.3003362	0.6493799	0.2397596	0.0527424	0.7322897	0.1546413	0.6035622	0.7202141	0.0372522	0.6076375	0.8013266	0.5948958	0.0520352	0.7448768	0.0450937	0.0174885	0.8421903	0.2274449	0.140184	0.1106488	0.5560373	0.2091125	0.7671724	0.3930773	0.735689	0.6808392	0.0368315	0.000193	0.3799317	0.0358192	2.7e-06	0.0755965	0.7396278	0.6447378	0.5756355	0.4059676	0.0228527	0.0134889	0.0650474	0.622244	0.5653686	0.0131323	0.0719921	0.6941082
TS_9_15	0.4342857	0.0033656	0.7217607	0.7061556	0.3210296	0.7027135	0.2457353	0.6417718	0.1274739	0.0746793	0.644665	0.2382246	0.6055807	0.7050214	0.0675774	0.558965	0.6802644	0.6956235	0.0545025	0.6663231	0.0233959	0.0181625	0.564636	0.2408497	0.1345516	0.0858546	0.598709	0.0855591	0.7622921	0.3538935	0.7792057	0.6422406	0.0211593	0.0001416	0.4594188	0.0229551	0.0003868	0.080146	0.7732235	0.663367	0.7363051	0.4545644	0.0735631	0.0244822	0.031322	0.7663406	0.7534026	0.004723	0.1451442	0.8566733
TS_9_16	0.6378487	0.0121183	0.8001184	0.6291755	0.3045843	0.6633887	0.2898183	0.650409	0.1717697	0.0361322	0.664022	0.1663126	0.6293274	0.7423952	0.0414497	0.6059994	0.7636107	0.6137339	0.019179	0.7852657	0.0651182	0.0129591	0.7607238	0.2044717	0.1204971	0.0905697	0.5010422	0.0847539	0.8714592	0.4821829	0.6096178	0.6804448	0.059899	0.0005448	0.3750613	0.0280265	1.1e-06	0.0497567	0.7671568	0.648404	0.7335566	0.3636606	0.0374136	0.0113631	0.0485424	0.5858658	0.7706532	0.0029003	0.0815626	0.8933236
TS_9_17	0.3851376	0.0028081	0.7238609	0.5137863	0.2878814	0.8251187	0.3598468	0.5524301	0.1672899	0.0272147	0.5991669	0.1301674	0.6021771	0.6450016	0.1016229	0.5926014	0.7886104	0.6625613	0.0857981	0.6901162	0.007774	0.0366839	0.731372	0.1971801	0.1723851	0.1077557	0.621368	0.1055081	0.7023219	0.4733902	0.6286185	0.7379718	0.0416417	0.0001617	0.3569402	0.0171103	0.0006167	0.0761276	0.8085248	0.557055	0.7378494	0.4366854	0.0415283	0.0095005	0.0472251	0.6195936	0.7933095	0.0023472	0.1119536	0.654088
TS_9_18	0.4881828	0.0023181	0.8651918	0.6760404	0.2513131	0.6530771	0.2191441	0.5877088	0.1659766	0.0398883	0.6899085	0.1288345	0.5144497	0.6703448	0.0880988	0.6461409	0.7543578	0.7828306	0.0297254	0.7331249	0.0513426	0.0504839	0.6308256	0.2469951	0.0980835	0.1588774	0.5247977	0.1432132	0.8663409	0.3110111	0.6337206	0.6917876	0.0286888	0.0	0.4233249	0.0413094	0.0002533	0.0824154	0.5969362	0.6564394	0.8291291	0.3967317	0.0484892	0.0061331	0.0364533	0.6713313	0.7829489	0.0008963	0.0919257	0.6676872
TS_9_19	0.4011959	0.0040599	0.8358064	0.6233133	0.2427809	0.6706633	0.3137315	0.6879768	0.1390718	0.0261541	0.7049757	0.148784	0.6541217	0.7461276	0.0794786	0.739845	0.7097479	0.7829651	0.0344622	0.6288893	0.0446067	0.0341018	0.6528766	0.1641526	0.1706809	0.1028852	0.5825912	0.2630603	0.7995588	0.2693477	0.7227529	0.7228899	0.0174644	1.78e-05	0.4398167	0.0608188	0.0012903	0.0367666	0.6525488	0.6727306	0.8416942	0.4123535	0.0208311	0.018734	0.0344308	0.7129684	0.5932544	7.13e-05	0.1102032	0.7194624
TS_9_20	0.4303325	0.0016584	0.6417031	0.5983691	0.2285004	0.7624333	0.264508	0.6722626	0.1020597	0.0553095	0.753689	0.1182419	0.8141831	0.6717634	0.0811698	0.6163722	0.6343416	0.6340486	0.0528401	0.6777699	0.0096782	0.0254422	0.7176965	0.2141689	0.1133409	0.0999501	0.5209245	0.1819659	0.8056379	0.3731523	0.6784059	0.7525356	0.0283615	0.0	0.416491	0.0609512	0.0010788	0.0537784	0.5700725	0.6226298	0.6062531	0.429477	0.0227077	0.0088555	0.0271213	0.6840845	0.6094297	0.0034764	0.1222393	0.6835742
